id,screen_id,name,format,placement,installation,owner_id,owner,city,address,lat,lon,width_mm,height_mm,width_px,height_px,phys_width_px,phys_height_px,sspProvider,sspTypes,minBid,ots,grp,meta_format,estimated_ots,interpolated_ots,ssp_ots,image_url,image_preview
202403,SMPV50070A1,SMPV50070A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Самара,Карла Маркса проспект 491б,53.248707,50.26542,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,0,,
202383,PPPV50021A1,PPPV50021A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Уссурийск,"Уссурийск, Первомайская 29",43.800652,131.974159,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202380,PPPV50019A1,PPPV50019A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Уссурийск,"Уссурийск, Воровского 142 с6",43.806167,131.991773,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202379,PPPV50018A1,PPPV50018A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Находка,"Находка, Сидоренко 1с6",42.84795,132.891118,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202378,PPPV50015A1,PPPV50015A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Арсеньевский городской округ,"Арсеньев, Жуковского ул. 64",44.152939,133.273948,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202376,PMPV50052A1,PMPV50052A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Пермь,Карпинского улица 67,57.979297,56.216642,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202375,PZPV50032A1,PZPV50032A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Пенза,Ладожская улица 117А,53.219149,44.889032,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202373,ORPV50029A1,ORPV50029A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Орёл,Московское шоссе дом 170,53.008829,36.156414,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202371,NPPV50010A1,NPPV50010A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Новый Уренгой,Славянский микрорайон 6/2,66.121592,76.668814,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,0,,
202364,MSPV50178A1,MSPV50178A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Москва,"шоссе Энтузиастов, 11Ак1",55.752484,37.712655,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.72,2,0,PVZ_SCREEN,2,,0,,
202343,KRPV50110A1,KRPV50110A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,городской округ Краснодар,Ратной Славы улица 17,45.113129,39.030176,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202330,IRPV50051A1,IRPV50051A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Иркутск,Рябикова бульвар 36/5,52.261102,104.21162,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202325,VRPV50083A1,VRPV50083A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Воронеж,Маршала Одинцова улица 4,51.708158,39.272434,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,0,,
202324,VMPV50028A1,VMPV50028A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Владимир,Горького улица 117,56.151822,40.367743,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202322,VDPV50020A1,VDPV50020A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Владивосток,Адмирала Горшкова улица 38,43.166402,131.954567,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202319,CQPV50001A1,CQPV50001A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,городской округ Белогорск,"Белогорск, Кирова ул. 253а",50.908095,128.524528,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202317,YKPV50021A1,YKPV50021A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Якутск,"Сергеляхская улица, 2/5",62.021049,129.708253,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202313,FMPV50003A1,FMPV50003A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Воткинск,"Воткинск, Павлова, 6",57.071895,53.98891,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202312,TUPV50052A1,TUPV50052A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Тула,"Пролетарская улица, 24",54.200807,37.637874,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202309,SPPV50283A1,SPPV50283A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Санкт-Петербург,"Народная улица, 68к1",59.884495,30.479149,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.65,2,0,PVZ_SCREEN,2,,1,,
202308,SPPV50304A1,SPPV50304A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Санкт-Петербург,"Уездный проспект, 11",59.888947,30.411917,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.65,2,0,PVZ_SCREEN,2,,0,,
202306,SPPV50277A1,SPPV50277A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Санкт-Петербург,Ленинский проспект 87 корп. 1,59.85545874,30.2035165,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.65,2,0,PVZ_SCREEN,2,,1,,
202298,MAPV50009A1,MAPV50009A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Магадан,"Набережная реки Магаданки, 67к1",59.556,150.835589,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202293,OKPV50020A1,OKPV50020A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Комсомольск-на-Амуре,Ленина улица 85/3,50.5390219,136.9703066,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202291,DJPV50024A1,DJPV50024A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Киселёвский городской округ,"Киселевск, улица 50 лет Октября, 35",54.006821,86.70291,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202290,IWPV50040A1,IWPV50040A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Ангарск,"Ангарск, 89-й квартал, 3",52.53702,103.894395,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202272,SMPV50049A1,SMPV50049A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Самара,"Солдатская улица, д. 10/13",53.348352,50.212821,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202270,SMPV50006A1,SMPV50006A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Самара,"Вольская улица, д. 81",53.2195,50.244565,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202268,PKPV50003A1,PKPV50003A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Петропавловск-Камчатский,"Индустриальная улица, д.13",52.970398,158.696504,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,0,,
202253,TUPV50049A1,TUPV50049A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Тула,"Промышленный проезд, 10",54.226185,37.623582,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,0,,
202252,TOPV50025A1,TOPV50025A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Томск,"Суворова улица, 11/1",56.511279,85.0273,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202242,KHPV50023A1,KHPV50023A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Хабаровск,"Ленинградская улица, д. 13В",48.48146949,135.0941985,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202238,EKPV50040A1,EKPV50040A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Екатеринбург,"Лучистая улица, д. 4",56.744441,60.56775,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202237,EKPV50066A1,EKPV50066A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Екатеринбург,"Советская улица, 10",56.850549,60.629619,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202236,EXPV50006A1,EXPV50006A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Каменск-Уральский,"Каменск-Уральский, проспект Победы, д. 51",56.424064,61.904939,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202235,EKPV50081A1,EKPV50081A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Екатеринбург,Циолковского улица 29А,56.803999,60.603386,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202229,OMPV50009A1,OMPV50009A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Омск,ХХ Партсъезда улица 41,55.032448,73.27095,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202228,OMPV50018A1,OMPV50018A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Омск,Дианова улица 27,54.993939,73.242482,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202226,NNPV50027A1,NNPV50027A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Нижний Новгород,"Казанское шоссе, д. 10к3",56.285903,44.078139,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202224,MAPV50002A1,MAPV50002A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Магадан,"Карла Маркса проспект, д. 54",59.560246,150.811004,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202221,IWPV50019A1,IWPV50019A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,городской округ Усть-Илимск,"Усть-Илимск, Георгия Димитрова 22",57.948756,102.732631,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202219,CUPV50027A1,CUPV50027A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,городской округ Октябрьский,"Октябрьский, Комсомольская улица 11",54.485018,53.458404,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202218,CUPV50028A1,CUPV50028A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,городской округ Октябрьский,"Октябрьский, Новосёлов 14",54.477582,53.508358,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202203,TOPV50008A1,TOPV50008A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,городской округ Стрежевой,"Стрежево, Буровиков 1",60.728594,77.596301,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202184,OKPV50004A1,OKPV50004A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Комсомольск-на-Амуре,"Комсомольская улица, 12",50.547694,137.023833,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,0,,
202181,BRPV50003A1,BRPV50003A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Брянск,"Московский проспект, 10/11",53.218585,34.388749,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202180,BRPV50014A1,BRPV50014A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Брянск,"улица Крахмалёва, 13",53.256956,34.33016,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202179,ASPV50019A1,ASPV50019A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Астрахань,"улица Адмирала Нахимова, д. 265",46.280184,47.97058,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202167,RYPV50006A1,RYPV50006A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Рязань,Вокзальная улица 61к1,54.6326,39.710865,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202166,UFPV50054A1,UFPV50054A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Уфа,Ферина ул. 1,54.787168,56.131653,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202165,UFPV50026A1,UFPV50026A1,PVZ_SCREEN,INDOOR,STATIC,42,Russ Outdoor,Уфа,Минигали Губайдуллина ул.  д. 19/3,54.721354,55.993754,1080,1920,1080,1920,1080,1920,RUSS_OUTDOOR,"RTB,OPEN_RTB",0.6,2,0,PVZ_SCREEN,2,,1,,
202155,SPBB30634B1,SPBB30634B1,BILLBOARD,OUTDOOR,STATIC,42,Russ Outdoor,Санкт-Петербург,"Обводного канала наб.  89, Х с ул. Боровая, (светофор)",59.91656064,30.34444932,1440,720,1440,720,1440,720,RUSS_OUTDOOR,"RTB,OPEN_RTB",4.875,61.28472552,0.51,BILLBOARD,12.58707403,61.28472552,22,https://images.russoutdoor.ru/panelFotos/290/2894824.jpg,https://images.russoutdoor.ru/panelFotos/290/2894824.jpg
202154,SPBB01233B1,SPBB01233B1,BILLBOARD,OUTDOOR,STATIC,42,Russ Outdoor,Санкт-Петербург,Московское шоссе   8 напротив,59.83969788,30.3275564,1440,720,1440,720,1440,720,RUSS_OUTDOOR,"RTB,OPEN_RTB",4.875,61.07717964,0.54,BILLBOARD,12.58707999,61.07717964,24,https://images.russoutdoor.ru/panelFotos/290/2894746.jpg,https://images.russoutdoor.ru/panelFotos/290/2894746.jpg
202153,SPBB00926A1,SPBB00926A1,BILLBOARD,OUTDOOR,STATIC,42,Russ Outdoor,Санкт-Петербург,"Московское шоссе   2, 200 м до Х с площадью Победы, (светофор)",59.84112804,30.32559014,1440,720,1440,720,1440,720,RUSS_OUTDOOR,"RTB,OPEN_RTB",5.25,65.40627243,0.37,BILLBOARD,12.58695572,65.40627243,16,https://images.russoutdoor.ru/panelFotos/290/2894567.jpg,https://images.russoutdoor.ru/panelFotos/290/2894567.jpg
202149,RSBB09382A1,RSBB09382A1,BILLBOARD,OUTDOOR,STATIC,42,Russ Outdoor,Ростов-на-Дону,Чкалова пл. в сторону Вятской,47.27583968,39.74906623,1440,720,1440,720,1440,720,RUSS_OUTDOOR,"RTB,OPEN_RTB",3.42,56.99969778,1.54,BILLBOARD,9.677368423,56.99969778,14,https://images.russoutdoor.ru/panelFotos/289/2885309.jpg,https://images.russoutdoor.ru/panelFotos/289/2885309.jpg
202138,KJBB02018A1,KJBB02018A1,BILLBOARD,OUTDOOR,STATIC,42,Russ Outdoor,Красноярск,Свердловская ул.  19/1,55.98150501,92.86284788,1440,720,1440,720,1440,720,RUSS_OUTDOOR,"RTB,OPEN_RTB",3.24,57.79016724,3.62,BILLBOARD,9.893289185,57.79016724,31,https://images.russoutdoor.ru/panelFotos/274/2734048.jpg,https://images.russoutdoor.ru/panelFotos/274/2734048.jpg
202126,111-16-A,"111-16 А (Омск, Дианова ул., д. 14\1 (напротив))",BILLBOARD,OUTDOOR,STATIC,13,РИМ,Омск,"Омск, Дианова ул., д. 14\1 (напротив)",54.994293,73.250981,6000,3000,720,360,720,360,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",0.836,42.72159198,24,BILLBOARD,42.72159198,,2,https://play.ru.cityscreen.cloud/files/organizations/223/common/111_16_4y3s3u.jpg,https://play.ru.cityscreen.cloud/files/organizations/223/common/111_16_4y3s3u.thumbnail.jpg
202110,214,"Чехов, Пакет 5",OTHER,INDOOR,MOBILE,1204,Трансмедиа,городской округ Чехов,Чехов,55.1506335,37.4532854,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
202102,348,"Волоколамск, Автовокзалы",OTHER,INDOOR,STATIC,1204,Трансмедиа,Волоколамский городской округ,Волоколамск,56.0356464,35.958479,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
202061,216,"Чехов, Пакет 10",OTHER,INDOOR,MOBILE,1204,Трансмедиа,городской округ Чехов,Чехов,55.23159628,37.44507992,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.68,0,,OTHER,,,,,
202057,162,"Люберцы, №12к",OTHER,INDOOR,MOBILE,1204,Трансмедиа,Люберцы,Люберцы,55.66980353,37.89304594,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
202050,285,"Балашиха, №473",OTHER,INDOOR,MOBILE,1204,Трансмедиа,Балашиха,Балашиха,55.77460771,37.88453983,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
202049,66,"Балашиха, №193",OTHER,INDOOR,MOBILE,1204,Трансмедиа,Балашиха,Балашиха,55.79040467,37.8847142,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
202023,200,"Пушкино, №15к: Посёлок Акулово → Гипермаркет ""Глобус""",OTHER,INDOOR,MOBILE,1204,Трансмедиа,Пушкино,Пушкино,56.00730275,37.84196646,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
202020,110,"Балашиха, Железнодорожный, Маршрут №4: ст. Железнодорожная – Темниково",OTHER,INDOOR,MOBILE,1204,Трансмедиа,Балашиха,"Балашиха, Железнодорожный",55.73786697,38.01055522,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.68,0,,OTHER,,,,,
202016,137,"Королёв, Маршрут №499: ст. Болшево – Москва (а/с ВДНХ)",OTHER,INDOOR,MOBILE,1204,Трансмедиа,городской округ Мытищи,Королёв,55.87998596,37.75482452,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
201973,192,"Одинцово, №1055",OTHER,INDOOR,MOBILE,1204,Трансмедиа,Одинцово,Одинцово,55.6790296,37.2635177,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
201971,126,"Клин, Пакет 15",OTHER,INDOOR,MOBILE,1204,Трансмедиа,городской округ Клин,Клин,56.26590805,36.76130362,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
201970,80,"Видное, №356",OTHER,INDOOR,MOBILE,1204,Трансмедиа,Ленинский городской округ,Видное,55.59466685,37.73833758,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
201969,36,"Ивантеевка, Ивантеевка № 40",OTHER,INDOOR,MOBILE,1204,Трансмедиа,Пушкинский городской округ,Ивантеевка,55.96132174,37.92687759,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
201000,555,"Королёв, Маршрут №28: Королёв (ул. Силикатная) – ст. Мытищи",OTHER,INDOOR,MOBILE,1204,Трансмедиа,Королёв,Королёв,55.91641594,37.81577723,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
200998,546,"Люберцы, №1232 ГЛОБУС",OTHER,INDOOR,MOBILE,1204,Трансмедиа,Люберцы,Люберцы,55.676499,37.898125,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
200997,545,"Балашиха, Железнодорожный, Маршрут №10: ст. Железнодорожная – Агрогородок",OTHER,INDOOR,MOBILE,1204,Трансмедиа,Балашиха,"Балашиха, Железнодорожный",55.7473475,38.02450793,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.68,0,,OTHER,,,,,
200984,480,"Химки, Маршрут №27: ст. Химки-Химки (м/р Новогорск)",OTHER,INDOOR,MOBILE,1204,Трансмедиа,Москва,Химки,55.88977015,37.39829076,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
200983,472,"Химки, Маршрут №51: ст. Химки-СТЦ ""МЕГА""",OTHER,INDOOR,MOBILE,1204,Трансмедиа,Химки,Химки,55.89896048,37.41982127,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
200982,471,"Химки, Маршрут №26: ст. Химки – Красногорск (пл. Маяковского)",OTHER,INDOOR,MOBILE,1204,Трансмедиа,городской округ Красногорск,Химки,55.85600201,37.38317204,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
200981,470,"Химки, Маршрут №10: ул. Мичурина – АШАН",OTHER,INDOOR,MOBILE,1204,Трансмедиа,Химки,Химки,55.90538377,37.42819788,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
200980,469,"Котельники, №591",OTHER,INDOOR,MOBILE,1204,Трансмедиа,городской округ Котельники,Котельники,55.6599375,37.8631583,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
200977,465,"Подольск, Троллейбусы",OTHER,INDOOR,MOBILE,1204,Трансмедиа,Подольск,Подольск,55.4389616,37.5703052,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
200953,411,"Волоколамск, Пакет 15",OTHER,INDOOR,MOBILE,1204,Трансмедиа,Волоколамский городской округ,Волоколамск,56.01255664,36.24861284,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
200952,407,"Лобня, Пакет 10/2",OTHER,INDOOR,MOBILE,1204,Трансмедиа,городской округ Лобня,Лобня,56.0328978,37.4614808,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
200949,395,"Клин, Автовокзалы",OTHER,INDOOR,STATIC,1204,Трансмедиа,городской округ Клин,Клин,56.3424345,36.7240443,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
200948,394,"Солнечногорск, Автовокзалы ",OTHER,INDOOR,STATIC,1204,Трансмедиа,городской округ Солнечногорск,Солнечногорск,56.185102,36.977631,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
200944,386,"Чехов, Чехов, Автовокзалы",OTHER,INDOOR,STATIC,1204,Трансмедиа,городской округ Чехов,Чехов,55.1506335,37.4532854,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.26,0,,OTHER,,,,,
200925,352,"Куровское, АВ",OTHER,INDOOR,STATIC,1204,Трансмедиа,Орехово-Зуевский городской округ,Куровское,55.5790488,38.920837,508,286,1920,1080,1920,1080,CONTEXT,"GUARANTEED,RTB,FLEX_GUARANTEED,OPEN_RTB",1.68,0,,OTHER,,,,,
